Module,Mode,EDI?,TIMESTAMP,Alert / Email,Problem Statements,Solution,SOP
Vessel,Email,No,8/20/2025 17:04,"Subject: Email TCK-587958 | Vessel MV PACIFIC GLORY/88D exception at PSA Keppel

Dear Team,

Schedule API intermittently returns 502 for MV PACIFIC GLORY/88D; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,",Schedule API intermittently returns 502 for MV PACIFIC GLORY/88D; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored.,"Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable.",VSL: Schedule API intermittently returns 502 for VESSEL_ID; slowest 5% of requests latency > 12s 
Container Report,Email,Yes,5/15/2025 18:15,"Subject: Email ALR-934794 | Container EITU7519610 exception reported at PSA Keppel

Dear Team,

Translator rejected ANSI X12 315 for EITU7519610: segment count mismatch, sequence skipped 018â†’019â†’021. Missing public milestone though warehouse shows correct move.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,","Translator rejected ANSI X12 315 for EITU7519610: segment count mismatch, sequence skipped 018?019?021. Missing public milestone though warehouse shows correct move.","Translator rejected ANSI X12 315 for EITU7519610: segment count mismatch, sequence skipped 018?019?021. Missing public milestone though warehouse shows correct move.': Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews.",
EDI/API,SMS,Yes,3/12/2025 6:52,Alert: SMS INC-180333 | Issue: Field mapping mismatch across systems for container MSCU3650836. Partner Partner-E posted ANSI X12 2. Please check immediately.,"Field mapping mismatch across systems for container MSCU3650836. Partner Partner-E posted ANSI X12 214 with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at PSA Keppel. Booking BK-09NW7ZKI shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. All numeric identifiers are randomized placeholders; no credentials stored.",Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable.,
Container Report,Call,Yes,8/5/2025 15:08,Call ALR-208529 | Container CMAU4032690 exception reported at PSA Pasir Panjang | Issue: Auth token rejection for CMAU4032690 on '/auth/token'. Node clock skew surfacing as intermittent 401/403; partial data for ~18 minutes prior to mitigation.. Please investigate and resolve urgently. Contact the relevant team if needed.,Auth token rejection for CMAU4032690 on '/auth/token'. Node clock skew surfacing as intermittent 401/403; partial data for ~18 minutes prior to mitigation.,Rolled back gateway buffering; enabled keep-alive upstream. Raised SLI alerts for error-rate/latency with auto-page. Coordinated cipher suite update with partner.,
Vessel,Email,No,6/12/2025 17:14,"Subject: Email INC-369500 | Vessel MV SEA HORIZON/88D exception at PSA Tanjong Pagar

Dear Team,

ETA/ETB mismatch for MV SEA HORIZON (IMO 1508048, CS-WIWON) on voyage 88D. Berth plan shows ETB at TU11 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Tanjong Pagar reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,","ETA/ETB mismatch for MV SEA HORIZON (IMO 1508048, CS-WIWON) on voyage 88D. Berth plan shows ETB at TU11 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Tanjong Pagar reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored.",Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable.,VSL: ETA/ETB mismatch for VESSEL_ID on voyage VOYAGE_ID 
IMPORT/EXPORT,Email,No,9/8/2025 11:20,"Subject: RE: GDV NO MISSING - DANUM 173 / 73139W ETA SIN : 05.09.2025 | CS0057312/L

Dear Team,

Kindly check if any action needed on our end as the GDV No. is not in the shipping records.

MPA have provided the information.


Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,","Kindly check if any action needed on our end as the GDV No. is not in the shipping records. 

MPA have provided the information. 
",Please advise to check the call history,
Container Booking,Call,Yes,8/30/2025 20:46,Call TCK-374680 | Container EITU7696082 exception reported at PSA Tanjong Pagar | Issue: Weight and size attributes for EITU7696082 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1 slot planning at PSA Pasir Panjang misallocated. Voyage ZX77; last known location Block E5. Suspect duplicate CODECO from yesterday caused field overwrite.. Please investigate and resolve urgently. Contact the relevant team if needed.,Weight and size attributes for EITU7696082 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Pasir Panjang misallocated. Voyage ZX77; last known location Block E5. Suspect duplicate CODECO from yesterday caused field overwrite.,Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs.,CNTR: Weight and size attributes for CONTAINER_ID do not align with manifest data 
Vessel,Email,No,3/17/2025 21:25,"Subject: Email TCK-54787 | Vessel MV ADRIAN MAERSK/002E exception at PSA Portnet

Dear Team,

HI Team,
Similar with previous case: CS0053439-INC0159773/L where we have duplicate system Vessel Name.
Please assist to change system Vessel Name for new ADRIAN MAERSK with callsign OZUU2 to be ADRIAN MSK i/o ADRIAN MS to avoid same name with callsign 5LLT3 as showing error on below screenshot while creating new Vessel Advice.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,","HI Team,
Similar with previous case: CS0053439-INC0159773/L where we have duplicate system Vessel Name.
Please assist to change system Vessel Name for new ADRIAN MAERSK with callsign OZUU2 to be ADRIAN MSK i/o ADRIAN MS to avoid same name with callsign 5LLT3 as showing error on below screenshot while creating new Vessel Advice.",SQLB patch and Please ask user to retry,"VSL: HI Team, Similar with previous case: TICKET_NUMBER where we have duplicate system Vessel Name. "
EDI/API,Call,Yes,1/8/2025 4:01,"Call INC-949585 | EDI Parsing Issue on ANSI X12 214 (translator quarantine) | Issue: ANSI X12 214 duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. Context tokens: EVENT, JSON. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.","ANSI X12 214 duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. Context tokens: EVENT, JSON. All numeric identifiers are randomized placeholders; no credentials stored.",Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable.,
Vessel,SMS,Yes,5/31/2025 13:09,"Alert: SMS TCK-150454 | Issue: ANSI X12 301 inconsistency for MV CORAL WAVE/7A: COARRI shows discharge completed for bay 22, but BA. Please check immediately.","ANSI X12 301 inconsistency for MV CORAL WAVE/7A: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored.",Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable.,
Container Report,Email,Yes,5/2/2025 16:29,"Subject: Email ALR-639593 | Container EMCU9156403 exception reported at PSA Pasir Panjang

Dear Team,

403 responses and timeouts on '/events/subscribe' when querying EMCU9156403. slowest 5% of requests latency > 10s; retries exhausted gaps visible in customer timeline. Coincides with partner load test near PSA Pasir Panjang.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,",403 responses and timeouts on '/events/subscribe' when querying EMCU9156403. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near PSA Pasir Panjang.,Rolled back gateway buffering; enabled keep-alive upstream. Raised SLI alerts for error-rate/latency with auto-page. Coordinated cipher suite update with partner.,CNTR: 403 responses and timeouts on '/events/subscribe' when querying CONTAINER_ID 
EDI/API,Call,Yes,1/21/2025 17:31,"Call ALR-284102 | EDI/API Data Mismatch on CMAU2120099 at PSA Pasir Panjang | Issue: Field mapping mismatch across systems for container CMAU2120099. Partner Partner-D posted ANSI X12 214 with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at PSA Pasir Panjang. Booking BK-A5282K0D shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.","Field mapping mismatch across systems for container CMAU2120099. Partner Partner-D posted ANSI X12 214 with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at PSA Pasir Panjang. Booking BK-A5282K0D shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. All numeric identifiers are randomized placeholders; no credentials stored.",Escalate to EDIAPI Product Team,OBS: SLI/SLO Alarms & RCA Comms
